topic,text
Sampin / Kain Samping," That sampin is very cantik, sis.  Thank you! It's a special occasion one."
Sampin / Kain Samping," Don't you think this sampin is too singkat?  For Raya, it's better not too short."
Sampin / Kain Samping, This kain sampin is quite thick.  Good for cooler places.
Sampin / Kain Samping," Your new sampin is so panas!  Yes, it's a winter collection design."
Sampin / Kain Samping," Does this sampin look ngam on me?  Yes, it really suits you, weh."
Sampin / Kain Samping, This sampin is too labuh for my liking.  I prefer mine shorter too.
Sampin / Kain Samping," I like the sejuk feeling of this kain.  It's rayon, very breathable."
Sampin / Kain Samping," Weh, this sampin is so ironless.  Best feature ever, sis."
Sampin / Kain Samping," Is this kain sampin material too jarang?  For daily use, maybe."
Sampin / Kain Samping," Your sampin is so cantik, weh.  My mom bought it for me."
Sampin / Kain Samping," This sampin is so singkat, almost like a skirt.  It's a modern take."
Sampin / Kain Samping," This sampin is too panas, I'm sweating!  Change to a cotton one, sis."
Sampin / Kain Samping," This kain sampin ngam with the whole theme.  Yes, all green and gold."
Sampin / Kain Samping," Your sampin is always so neat.  It's ironless, makes it easy."
Sampin / Kain Samping," This sampin is very labuh, a classic style.  True, it's timeless."
Sampin / Kain Samping, I want a sampin that feels sejuk.  Look for pure cotton or linen.
Sampin / Kain Samping," Sis, this kain sampin is beautiful.  Thanks! It's a limited edition."
Sampin / Kain Samping," Is this sampin too jarang for a male?  Yes, men's sampin should be opaque."
Sampin / Kain Samping," That sampin is so cantik, weh.  My grandmother passed it down."
Sampin / Kain Samping," Does this sampin look too singkat?  Not really, it's acceptable."
Sampin / Kain Samping," This kain sampin feels so smooth.  It's silk brocade, sis."
Sampin / Kain Samping," This sampin looks so ironless!  It actually is, amazingly."
Sampin / Kain Samping," Your sampin ngam with your new shoes, weh.  Totally planned it!"
Sampin / Kain Samping," Sampin you cantik, weh.  Thanks, sis, got it online."
Sampin / Kain Samping," This kain panas sangat lah.  Yeah, better pick cotton for raya."
Sampin / Kain Samping," I need an ironless sampin.  Check the rayon ones, sis."
Sampin / Kain Samping, Your sampin labuh ngam lah.  I like it a bit longer.
Sampin / Kain Samping," That kain jarang sangat, weh.  Oh no, not good for wedding."
Sampin / Kain Samping," This songket cantik giler.  Yeah, price also cantik."
Sampin / Kain Samping," Can I borrow your sampin, sis?  Which one? The sejuk kain?"
Sampin / Kain Samping, My sampin singkat sangat.  Better get a new labuh one.
Sampin / Kain Samping," This colour ngam with my baju.  Yes, very cantik combo."
Sampin / Kain Samping," Is this kain sejuk?  Yeah, good for outdoor events."
Sampin / Kain Samping, That sampin is too panas.  Maybe the material is thick.
Sampin / Kain Samping, Where did you buy this kain?  My mum got it from Kelantan.
Sampin / Kain Samping," Sampin baru ke, weh?  Yeah, for this year's Raya."
Sampin / Kain Samping," The pattern on your sampin cantik.  Thanks, it's traditional design."
Sampin / Kain Samping," This kain senang iron tak?  Super ironless, sis."
Sampin / Kain Samping, I want a labuh sampin.  Make sure it's not too long.
Sampin / Kain Samping," This sampin colour ngam tak?  Ngam, but maybe a lighter one?"
Sampin / Kain Samping," Your sampin jarang ke?  No, this kain is thick."
Sampin / Kain Samping," This kain panas for Raya.  Try the linen blend, sis."
Sampin / Kain Samping," My old sampin dah singkat.  Time for a new labuh one, weh."
Sampin / Kain Samping, That sampin cantik sangat lah.  My wife chose it for me.
Sampin / Kain Samping," Is this kain sejuk for kids?  Yes, very comfortable cotton."
Sampin / Kain Samping, I need an ironless kain sampin.  Most modern ones are.
Sampin / Kain Samping," Your sampin labuh ngam to size.  Yes, customised for me."
Sampin / Kain Samping," This kain jarang, better avoid.  Agreed, sis, not presentable."
Sampin / Kain Samping," Sampin you cantik!  Thanks, it's a heirloom piece."
Sampin / Kain Samping," This kain panas, weh.  Yeah, songket can be warm."
Sampin / Kain Samping," My sampin for Raya is ironless.  Good choice, saves time."
Sampin / Kain Samping," The labuh sampin looks more grand.  Yes, it adds to the elegance."
Sampin / Kain Samping," This sampin singkat, can alter?  Not really, better buy new."
Sampin / Kain Samping," That kain ngam with the green baju.  Yeah, perfect match, sis."
Sampin / Kain Samping," Is this kain sejuk on skin?  Very, it's pure silk."
Sampin / Kain Samping, My sampin is a bit panas.  For indoor use only lah.
Sampin / Kain Samping," Where did you find this kain?  Jalan Tar, sis."
Sampin / Kain Samping," New sampin for wedding, weh?  Yep, gotta look sharp."
Sampin / Kain Samping, That sampin pattern cantik.  It's a classic design.
Sampin / Kain Samping, My mum wants ironless sampin.  Many brands offer that now.
Sampin / Kain Samping," This sampin labuh just nice.  Not too long, not too short."
Sampin / Kain Samping," This kain jarang, better not buy.  Don't waste money, weh."
Sampin / Kain Samping," Your sampin cantik, sis.  Thank you, I love the colour."
Sampin / Kain Samping," This kain panas, I don't like.  Same, I prefer sejuk ones."
Sampin / Kain Samping, Any ironless kain sampin options?  Check out cotton-poly blends.
Sampin / Kain Samping," My sampin too singkat now.  Kids grow up so fast, weh."
Sampin / Kain Samping," That colour ngam with the accessories.  Yes, completes the look."
Sampin / Kain Samping," This kain sejuk, perfect for kids.  Comfort is key for them."
Sampin / Kain Samping," This sampin is not panas.  Good, can wear all day."
Sampin / Kain Samping," Which kain better, silk or cotton?  Silk for elegant, cotton for casual."
Sampin / Kain Samping, Sampin you really cantik.  My sister handpicked it.
Sampin / Kain Samping," This kain ironless ke?  Mostly, just a quick steam."
Sampin / Kain Samping, The labuh of this sampin is perfect.  Looks very neat.
Sampin / Kain Samping," This kain jarang, I worry.  Maybe wear a lining underneath?"
Sampin / Kain Samping," Your sampin ngam with the festive vibe.  Yes, it's a happy colour."
Sampin / Kain Samping, This kain sejuk and soft.  Must be good quality.
Sampin / Kain Samping, This sampin too panas for outdoor.  Stick to lightweight materials.
Sampin / Kain Samping," Need a new kain sampin soon.  For Raya haji, weh?"
Sampin / Kain Samping," Sampin you look so cantik.  Thanks, it's my favourite."
Sampin / Kain Samping," Is this kain ironless?  Yes, super convenient."
Sampin / Kain Samping," This labuh sampin looks very traditional.  Yeah, I prefer the classic style."
Sampin / Kain Samping, That kain jarang a bit risky.  Better choose thicker material.
Sampin / Kain Samping, Your sampin colour ngam!  Got it to match my spouse's baju.
Sampin / Kain Samping, This kain sejuk and breathable.  Perfect for Malaysian weather.
Sampin / Kain Samping, My sampin feels panas now.  Must be the silk blend.
Sampin / Kain Samping," Where to get good kain sampin?  Try the boutique near KLCC, sis."
Sampin / Kain Samping," Sampin you really cantik, weh.  It's an old design, still good."
Sampin / Kain Samping," This kain ironless, right?  Totally, no need to iron."
Sampin / Kain Samping, That sampin labuh is just right.  Not dragging on the floor.
Sampin / Kain Samping," This kain jarang for formal?  No, better for casual only."
Sampin / Kain Samping," Your sampin ngam with your songkok.  Yes, planned the look."
Sampin / Kain Samping, This kain sejuk to wear all day.  Comfort is important for long events.
Sampin / Kain Samping," This sampin panas, not comfortable.  Maybe try a lighter fabric."
Sampin / Kain Samping," Need a new kain sampin for wedding.  Look for something elegant, sis."
Sampin / Kain Samping," Sampin you really cantik lah.  Got it during a sale, weh."
Sampin / Kain Samping," Is this kain ironless after wash?  Yes, holds its shape well."
Sampin / Kain Samping, The labuh sampin adds sophistication.  Makes you look taller.
Sampin / Kain Samping," This kain jarang, not suitable.  Agree, looks cheap."
Sampin / Kain Samping," Your sampin colour ngam with your skin.  Thanks, sis, I chose carefully."
Sampin / Kain Samping," This kain sejuk, feels premium.  It's good quality silk."
Sampin / Kain Samping," My sampin feels panas now.  Too many layers, maybe?"
Sampin / Kain Samping, Which kain for sampin is best?  Depends on your preference and budget.
Sampin / Kain Samping," Sampin you very cantik!  My mother's old sampin, vintage."
Sampin / Kain Samping," This kain ironless, right?  Yep, wrinkle-free material."
Sampin / Kain Samping, The labuh of this sampin is too much.  Better to tailor it then.
Sampin / Kain Samping," This kain jarang, I don't like.  Find a denser weave, sis."
Sampin / Kain Samping," Your sampin ngam for the open house.  Yes, festive and comfy."
Sampin / Kain Samping, This kain sejuk on a hot day.  Perfect for Raya visiting.
Sampin / Kain Samping," This sampin is too panas, weh.  Try the breathable cotton."
Sampin / Kain Samping, I need to buy a new kain sampin.  For Raya haji later?
Sampin / Kain Samping, Sampin you look so cantik.  It's a new arrival from the shop.
Sampin / Kain Samping," Is this kain ironless?  Yes, just hang dry after wash."
Sampin / Kain Samping," The labuh sampin makes it elegant.  True, it drapes nicely."
Sampin / Kain Samping," This kain jarang for me, no.  Me neither, sis."
Sampin / Kain Samping," Your sampin colour ngam with the lights.  Oh, never noticed that!"
Sampin / Kain Samping," This kain sejuk, good for Malaysia.  Absolutely, comfort matters."
Sampin / Kain Samping, My sampin is panas after awhile.  Maybe it's not breathable enough.
Sampin / Kain Samping, Where do you get your kain sampin?  Usually from dedicated traditional shops.
Sampin / Kain Samping," Sampin you so cantik, weh.  My mom embroidered it for me."
Sampin / Kain Samping," This kain ironless for travel?  Yes, very travel-friendly."
Sampin / Kain Samping, The labuh sampin looks very grand.  Especially for formal events.
Sampin / Kain Samping," This kain jarang, better find another.  Agreed, sis, avoid transparent."
Sampin / Kain Samping," Your sampin ngam with the modern Baju Melayu.  Yes, it's a contemporary design."
Sampin / Kain Samping," Weh, this sampin colour so cantik ah!  Ngam with my baju Melayu, no?"
Sampin / Kain Samping," Sis, got more kain sampin options?  Sure, many designs here."
Sampin / Kain Samping, This sampin bit too labuh for me.  Try the shorter cut then.
Sampin / Kain Samping, I want ironless sampin for Raya.  This one is super comfy.
Sampin / Kain Samping," Is this sampin kain sejuk?  Yeah, not panas at all."
Sampin / Kain Samping," That songket sampin pattern so classic.  Always cantik, never outdated."
Sampin / Kain Samping," This sampin seems a bit too singkat.  For kids, maybe it's ngam."
Sampin / Kain Samping," Weh, this kain jarang ke?  No, quite thick actually."
Sampin / Kain Samping, Which sampin material is best for hot weather?  Cotton blend is sejuk.
Sampin / Kain Samping," Sis, do you have plain sampin?  Yes, got few solid colours."
Sampin / Kain Samping," Your sampin ngam giler with your outfit!  Thanks, sis, I chose carefully."
Sampin / Kain Samping," Weh, your sampin knot so kemas!  Just learned from YouTube."
Sampin / Kain Samping, This sampin feels so sejuk on me.  Good for today's panas weather.
Sampin / Kain Samping," Is my sampin too labuh?  No, looks just nice."
Sampin / Kain Samping," This ironless sampin saves so much time!  Best invention ever, seriously."
Sampin / Kain Samping," Your sampin really makes your baju stand out.  Yeah, the contrast is nice."
Sampin / Kain Samping, My sampin keeps coming loose.  Maybe tie it tighter next time.
Sampin / Kain Samping," This kain sampin jarang sikit, no?  A bit, but I like the feel."
Sampin / Kain Samping," He wears his sampin a bit too singkat.  Modern style, I guess."
Sampin / Kain Samping," How to make my sampin look neat?  Fold it sharp, iron if not ironless."
Sampin / Kain Samping," Weh, his sampin is so cantik.  Yeah, the dark green really pops."
Sampin / Kain Samping, All the sampin here are so expensive!  Good quality ones lah.
Sampin / Kain Samping," I prefer a simple sampin over a fancy one.  Me too, easier to match."
Sampin / Kain Samping," Is that a handmade songket sampin?  Looks like it, very intricate."
Sampin / Kain Samping," This kain sampin is so soft, feels great.  Yeah, good quality fabric."
Sampin / Kain Samping, His sampin is too labuh for his height.  Maybe he can adjust it.
Sampin / Kain Samping, That modern sampin design looks cool.  It's a nice twist on tradition.
Sampin / Kain Samping," Weh, I need a new sampin for the wedding.  What colour baju you wearing?"
Sampin / Kain Samping," This sampin is so versatile, can wear with many shirts.  That's why I bought it."
Sampin / Kain Samping," My old sampin dah tak ngam.  Time to buy a new one, sis!"
Sampin / Kain Samping," This sampin kain feels so sejuk!  Yeah, perfect for Raya visiting."
Sampin / Kain Samping," Weh, your sampin pattern is unique!  Got it from Kelantan."
Sampin / Kain Samping," Is this sampin ironless?  Yes, just hang it."
Sampin / Kain Samping," My son's sampin is always singkat.  Kids grow fast, lah."
Sampin / Kain Samping," This sampin material is a bit jarang.  Don't worry, with baju it's fine."
Sampin / Kain Samping," Sis, where to find good quality sampin?  Online got many choices now."
Sampin / Kain Samping," That sampin is too labuh, can trip.  Better to tailor it."
Sampin / Kain Samping, Your sampin colour really ngam with your songkok.  Total matching set!
Sampin / Kain Samping," I like sampin that are not too panas.  Try cotton mix, very sejuk."
Sampin / Kain Samping," Weh, this sampin so cantik, but expensive.  Good things aren't cheap."
Sampin / Kain Samping, I want a sampin that's easy to wash.  This synthetic one is low maintenance.
